name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_nm,max_torque_rpm,selling_price
Maruti Alto LXi,2007,50000,Petrol,Individual,Manual,Third Owner,19.0,796.0,46.3,5.0,62.0,3000.0,150000
Chevrolet Beat Diesel LT,2012,120000,Diesel,Individual,Manual,First Owner,25.4,936.0,57.6,5.0,150.0,1750.0,180000
Tata Indica Vista TDI LS,2011,120000,Diesel,Individual,Manual,First Owner,19.0,1405.0,70.0,5.0,135.4,2500.0,150000
Ford Figo Diesel EXI,2011,112000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,160.0,2000.0,160000
Mahindra Scorpio EX,2013,70000,Diesel,Individual,Manual,Third Owner,14.0,2523.0,75.0,8.0,200.0,1800.0,600000
Skoda Rapid 1.6 TDI Ambition Plus Alloy,2012,145000,Diesel,Individual,Manual,First Owner,20.0,1598.0,103.5,5.0,250.0,2000.0,380000
Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2011,500000,Diesel,Individual,Manual,Second Owner,12.9,2494.0,100.57,7.0,200.0,2400.0,350000
Tata Indigo TDI,2012,146000,Diesel,Individual,Manual,First Owner,19.6,1405.0,70.0,5.0,135.4,2500.0,135000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,10000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.86,5.0,113.75,4000.0,610000
Volkswagen Polo 1.5 TDI Comfortline,2020,50000,Diesel,Individual,Manual,First Owner,20.1,1498.0,88.5,5.0,230.0,2000.0,260000
Renault KWID 1.0,2016,20000,Petrol,Individual,Manual,First Owner,23.0,999.0,67.0,5.0,91.0,4250.0,220000
Honda Civic 1.8 S MT,2006,70000,Petrol,Individual,Manual,Second Owner,13.0,1799.0,130.0,5.0,172.0,4300.0,121000
Tata Indigo CS eLX BS IV,2017,50000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.01,5.0,140.0,2400.0,350000
Audi Q3 35 TDI Quattro Technology,2018,25000,Diesel,Individual,Automatic,Second Owner,15.1,1968.0,181.0,5.0,380.0,2375.0,2200000
Hyundai i20 1.4 CRDi Asta,2011,100000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0,219.66895999999997,2250.0,280000
Tata Nexon 1.2 Revotron XZ Plus,2020,20000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,170.0,2875.0,919999
Hyundai i20 1.4 CRDi Asta,2011,155000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0,219.66895999999997,2250.0,320000
Ford Figo Diesel LXI,2012,70000,Diesel,Individual,Manual,Fourth & Above Owner,20.0,1399.0,68.0,5.0,160.0,2000.0,140000
Maruti SX4 VDI,2012,25000,Diesel,Individual,Manual,Second Owner,21.0,1248.0,88.8,5.0,200.0,1750.0,310000
Maruti 800 EX 5 Speed,2006,120000,Petrol,Individual,Manual,Second Owner,16.0,796.0,37.0,4.0,59.0,2500.0,65000
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,90000,Diesel,Individual,Manual,First Owner,18.0,1248.0,73.8,7.0,172.5,1750.0,300000
Mahindra XUV500 W8 2WD,2011,110000,Diesel,Individual,Manual,Second Owner,15.0,2179.0,140.0,7.0,330.0,2200.0,575000
Tata Xenon XT EX 4X2,2014,110000,Diesel,Individual,Manual,Second Owner,13.4,2179.0,138.03,5.0,320.0,2225.0,440000
Maruti Swift VDI,2012,100000,Diesel,Individual,Manual,Second Owner,22.0,1248.0,74.0,5.0,190.0,2000.0,380000
Tata Manza Aura (ABS) Safire,2010,116700,Petrol,Individual,Manual,Fourth & Above Owner,15.0,1368.0,90.0,5.0,116.0,4750.0,140000
Tata Zest Quadrajet 1.3 75PS XE,2015,25000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,190.0,2375.0,475000
Mahindra Xylo D2,2011,200000,Diesel,Individual,Manual,Third Owner,13.0,2489.0,95.0,8.0,220.0,2000.0,200000
Maruti Swift Ldi BSIV,2010,176062,Diesel,Individual,Manual,First Owner,17.0,1248.0,75.0,5.0,190.0,2000.0,400000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,250000,Diesel,Individual,Manual,Third Owner,12.0,2494.0,102.0,8.0,200.05565999999996,2400.0,425000
Hyundai Santro LP zipPlus,2003,70000,Petrol,Individual,Manual,Second Owner,,,,,,,68000
Honda Amaze Anniversary Edition,2015,82000,Diesel,Individual,Manual,First Owner,25.0,1498.0,98.6,5.0,200.0,1750.0,509999
Hyundai i10 Era 1.1 iTech SE,2010,80000,Petrol,Individual,Manual,First Owner,19.8,1086.0,68.05,5.0,99.04,4500.0,275000
Jeep Compass 2.0 Longitude Option BSIV,2019,14000,Diesel,Individual,Manual,First Owner,17.0,1956.0,170.0,5.0,350.0,2125.0,1850000
Renault Duster 4x4,2014,129000,Diesel,Individual,Manual,First Owner,19.7,1461.0,108.45,5.0,245.0,1750.0,650000
Fiat Punto EVO 1.3 Emotion,2016,60000,Diesel,Individual,Manual,Second Owner,20.0,1248.0,91.7,5.0,209.0,2000.0,360000
Volkswagen Ameo 1.5 TDI Highline Plus 16 AT,2018,82000,Diesel,Individual,Automatic,First Owner,21.7,1498.0,108.62,5.0,250.0,2250.0,650000
Land Rover Range Rover Evoque 2.2L Pure,2013,77500,Diesel,Individual,Automatic,Third Owner,12.0,2179.0,187.7,5.0,420.0,2000.0,2000000
Chevrolet Enjoy 1.3 TCDi LTZ 7,2017,50000,Diesel,Individual,Manual,Second Owner,18.0,1248.0,73.74,7.0,172.5,1750.0,675000
Maruti Wagon R VXI Opt 1.2,2017,39500,Petrol,Individual,Manual,First Owner,20.5,1197.0,81.8,5.0,113.0,4200.0,445000
Hyundai Elite i20 Sportz Plus Diesel,2018,40000,Diesel,Individual,Manual,First Owner,22.5,1396.0,88.76,5.0,224.0,2125.0,750000
Peugeot 309 GLD,1997,110000,Diesel,Individual,Manual,Third Owner,,,,,,,57000
Hyundai i20 1.4 Asta Option,2017,54000,Diesel,Individual,Manual,First Owner,22.5,1396.0,88.73,5.0,219.7,2125.0,850000
Maruti Wagon R VXI BS IV,2016,20000,Petrol,Individual,Manual,Second Owner,20.5,998.0,67.04,5.0,90.0,3500.0,400000
Tata Indica V2 eLX,2014,55896,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,5.0,140.0,2400.0,200000
Honda Amaze SX i-DTEC,2016,35000,Diesel,Individual,Manual,First Owner,25.0,1498.0,98.6,5.0,200.0,1750.0,550000
Honda Brio V MT,2012,97000,Petrol,Individual,Manual,Second Owner,19.0,1198.0,86.8,5.0,109.0,4500.0,250000
Maruti Alto 800 LXI,2014,120000,Petrol,Individual,Manual,Second Owner,22.7,796.0,47.3,5.0,69.0,3500.0,206000
Tata Nano Lx BSIV,2010,30400,Petrol,Individual,Manual,Fourth & Above Owner,26.0,624.0,35.0,4.0,48.0,3000.0,45000
Nissan Sunny Diesel XL,2012,110000,Diesel,Individual,Manual,Third Owner,21.6,1461.0,84.8,5.0,200.0,2000.0,220000
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008,120000,Diesel,Individual,Automatic,Second Owner,14.8,2143.0,170.0,5.0,400.0,2100.0,515000
Maruti Alto LX,2010,100000,Petrol,Individual,Manual,First Owner,19.0,796.0,46.3,5.0,62.0,3000.0,170000
Maruti Swift Vdi BSIII,2010,120000,Diesel,Individual,Manual,Second Owner,17.0,1248.0,75.0,5.0,190.0,2000.0,260000
Volkswagen Vento Diesel Highline,2012,130000,Diesel,Individual,Manual,Second Owner,20.5,1598.0,103.6,5.0,250.0,2000.0,315000
Maruti Alto K10 2010-2014 VXI,2011,76000,Petrol,Individual,Manual,Second Owner,20.9,998.0,67.1,5.0,90.0,3500.0,225000
Volkswagen Jetta 2.0L TDI Comfortline,2012,110000,Diesel,Individual,Manual,Third Owner,19.3,1968.0,138.1,5.0,320.0,2125.0,420000
Mahindra Scorpio VLX 4WD AIRBAG BSIV,2011,96000,Diesel,Individual,Manual,First Owner,12.0,2179.0,120.0,8.0,290.0,2300.0,525000
Maruti Swift AMT ZDI,2018,90000,Diesel,Individual,Automatic,First Owner,28.0,1248.0,74.0,5.0,190.0,2000.0,670000
Ford Figo Diesel Celebration Edition,2013,25000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5.0,160.0,2000.0,250000
Maruti A-Star Vxi,2010,66000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0,90.0,3500.0,165000
Tata New Safari DICOR 2.2 EX 4x4 BS IV,2010,250000,Diesel,Individual,Manual,First Owner,13.9,2179.0,138.0,7.0,320.0,2200.0,295000
Hyundai Verna 1.6 CRDI,2011,157000,Diesel,Individual,Manual,Second Owner,22.3,1582.0,126.3,5.0,259.9,2325.0,380000
Renault KWID 1.0 RXT 02 Anniversary Edition,2017,35000,Petrol,Individual,Manual,First Owner,23.0,999.0,67.0,5.0,91.0,4250.0,300000
Mahindra Scorpio 2.6 Turbo 9 Str,2008,100000,Diesel,Individual,Manual,Second Owner,12.0,2609.0,116.6,9.0,277.528195,1950.0,320000
Tata Manza Aqua Quadrajet BS IV,2010,30000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,88.8,5.0,200.0,2375.0,160000
Mahindra Bolero Power Plus SLE,2018,40000,Diesel,Individual,Manual,First Owner,16.0,1493.0,70.0,7.0,195.0,1800.0,630000
Maruti Alto 800 VXI,2014,30000,Petrol,Individual,Manual,Second Owner,22.7,796.0,47.3,5.0,69.0,3500.0,229999
Chevrolet Spark 1.0 LT,2007,60000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0,90.3,4200.0,90000
Maruti Ciaz VDI SHVS,2017,60000,Diesel,Individual,Manual,First Owner,28.0,1248.0,88.5,5.0,200.0,1750.0,750000
Honda City V MT,2012,80000,Petrol,Individual,Manual,Second Owner,16.0,1497.0,116.3,5.0,146.0,4800.0,330000
Maruti Ciaz ZDi Plus SHVS,2016,70000,Diesel,Individual,Manual,Second Owner,28.0,1248.0,88.5,5.0,200.0,1750.0,715000
Skoda Fabia 1.2 TDI Active Plus,2013,150000,Diesel,Individual,Manual,Second Owner,20.8,1199.0,75.0,5.0,180.0,2000.0,250000
Maruti Zen Estilo 1.1 LX BSIII,2007,150000,Petrol,Individual,Manual,Second Owner,18.0,1061.0,64.0,5.0,84.0,3500.0,120000
Ford Ikon 1.6 Nxt,2004,25000,Petrol,Individual,Manual,Third Owner,14.0,1597.0,92.0,5.0,130.0,2500.0,100000
Skoda Rapid 1.5 TDI AT Style BSIV,2017,35000,Diesel,Individual,Automatic,Second Owner,21.7,1498.0,108.6,5.0,250.0,2000.0,850000
Hyundai Xcent 1.2 CRDi E Plus,2018,48000,Diesel,Individual,Manual,First Owner,25.0,1186.0,73.97,5.0,190.24,2000.0,450000
Volkswagen Polo Diesel Trendline 1.2L,2012,200000,Diesel,Individual,Manual,First Owner,22.0,1199.0,73.9,5.0,180.0,2000.0,240000
Hyundai Santro GLS I - Euro I,2000,90000,Petrol,Individual,Manual,Third Owner,,,,,,,30000
Maruti Swift Dzire VDI,2015,135000,Diesel,Individual,Manual,First Owner,26.5,1248.0,74.0,5.0,190.0,2000.0,600000
Hyundai Verna 1.6 SX,2012,146000,Diesel,Individual,Manual,Second Owner,22.3,1582.0,126.32,5.0,259.8,2325.0,465000
Maruti Alto 800 LXI,2018,44000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.3,5.0,69.0,3500.0,350000
Hyundai i10 Magna 1.2 iTech SE,2013,70000,Petrol,Individual,Manual,First Owner,20.3,1197.0,78.9,5.0,111.7,4000.0,325000
Tata Indica V2 DLS TC,2004,271000,Diesel,Individual,Manual,First Owner,16.0,1405.0,62.0,5.0,122.583125,2500.0,50000
Maruti Alto LXi BSIII,2006,120000,Petrol,Individual,Manual,Third Owner,19.0,796.0,46.3,5.0,62.0,3000.0,110000
Mahindra Bolero 2011-2019 SLE BSIII,2015,60000,Diesel,Individual,Manual,First Owner,15.9,2523.0,62.1,7.0,195.0,1800.0,515000
Maruti Ciaz 1.4 Sigma,2018,40000,Petrol,Individual,Manual,First Owner,20.7,1373.0,91.1,5.0,130.0,4000.0,750000
Maruti Alto 800 LXI,2017,27000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.3,5.0,69.0,3500.0,300000
Maruti Baleno Alpha 1.3,2017,35000,Diesel,Individual,Manual,Second Owner,27.3,1248.0,74.0,5.0,190.0,2000.0,650000
Maruti Alto 800 LXI,2014,40000,Petrol,Individual,Manual,Third Owner,22.7,796.0,47.3,5.0,69.0,3500.0,200000
Mahindra Scorpio S10 7 Seater,2015,75262,Diesel,Individual,Manual,First Owner,15.0,2179.0,120.0,7.0,280.0,2300.0,950000
Tata Indigo eCS LX BSIV,2012,120000,Diesel,Individual,Manual,First Owner,23.0,1396.0,69.0,5.0,140.0,2400.0,200000
Hyundai EON 1.0 Era Plus,2016,60000,Petrol,Individual,Manual,First Owner,20.0,998.0,68.05,5.0,94.14,3500.0,276000
Hyundai EON Magna Plus,2014,40000,Petrol,Individual,Manual,First Owner,21.0,814.0,55.2,5.0,74.5,4000.0,250000
Maruti Alto LX,2008,80000,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.3,5.0,62.0,3000.0,95000
Tata Indigo CS LX (TDI) BS III,2010,175000,Diesel,Individual,Manual,First Owner,19.0,1396.0,69.0,5.0,135.0,2500.0,200000
Hyundai i10 Sportz,2010,70000,Petrol,Individual,Manual,Second Owner,20.3,1197.0,78.9,5.0,111.8,4000.0,200000
Mahindra Bolero 2011-2019 SLE,2011,91863,Diesel,Individual,Manual,Second Owner,15.9,2523.0,62.1,7.0,195.0,1800.0,370000
Tata Indigo CS GLX BS III,2008,100000,Petrol,Individual,Manual,First Owner,15.0,1193.0,65.0,5.0,104.93115499999999,2600.0,250000
Renault KWID RXT,2016,10000,Petrol,Individual,Manual,First Owner,25.1,799.0,53.3,5.0,72.0,4386.0,290000
Maruti Ertiga SHVS VDI,2018,35000,Diesel,Individual,Manual,First Owner,24.5,1248.0,88.5,7.0,200.0,1750.0,900000
Ford Figo Diesel Celebration Edition,2013,120000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.1,5.0,160.0,2000.0,325000
Hyundai Grand i10 Magna,2016,30000,Petrol,Individual,Manual,First Owner,18.0,1197.0,82.0,5.0,114.0,4000.0,425000
Maruti Alto K10 VXI,2014,70000,Petrol,Individual,Manual,First Owner,23.9,998.0,67.05,5.0,90.0,3500.0,300000
Hyundai Creta 1.4 CRDi S,2016,130000,Diesel,Individual,Manual,First Owner,21.3,1396.0,88.7,5.0,219.7,2125.0,900000
Hyundai Creta 1.4 CRDi S Plus,2016,133000,Diesel,Individual,Manual,First Owner,21.3,1396.0,88.7,5.0,219.7,2125.0,950000
Volkswagen Vento Diesel Trendline,2010,120000,Diesel,Individual,Manual,Third Owner,20.5,1598.0,103.6,5.0,250.0,2000.0,320000
Volkswagen Ameo 1.0 MPI Trendline,2019,20000,Petrol,Individual,Manual,First Owner,19.4,999.0,75.0,5.0,95.0,3650.0,500000
Ford Figo Petrol LXI,2012,25000,Petrol,Individual,Manual,First Owner,15.0,1196.0,70.0,5.0,102.0,4000.0,290000
Tata Nano Lx BSIV,2012,90000,Petrol,Individual,Manual,First Owner,25.0,624.0,37.48,4.0,51.0,4000.0,60000
Maruti A-Star Vxi,2009,140000,Petrol,Individual,Manual,Third Owner,19.0,998.0,66.1,5.0,90.0,3500.0,120000
Honda City i-DTEC VX,2017,103000,Diesel,Dealer,Manual,First Owner,25.0,1498.0,97.9,5.0,200.0,1750.0,850000
Toyota Innova Crysta 2.4 GX MT BSIV,2017,23000,Diesel,Dealer,Manual,First Owner,13.6,2393.0,147.8,7.0,343.0,2100.0,1750000
Honda City i DTEC V,2015,128000,Diesel,Dealer,Manual,First Owner,26.0,1498.0,98.6,5.0,200.0,1750.0,600000
Volkswagen Polo 1.5 TDI Highline,2015,33000,Diesel,Individual,Manual,First Owner,20.1,1498.0,88.8,5.0,230.0,2000.0,620000
Maruti Alto LXi BSIII,2009,70000,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.3,5.0,62.0,3000.0,150000
Hyundai Santro Xing GL,2011,40000,Petrol,Individual,Manual,Fourth & Above Owner,,1086.0,62.0,5.0,96.1,3000.0,150000
Tata Indica Vista Terra 1.4 TDI,2011,80000,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,5.0,135.0,2500.0,200000
Maruti Ciaz ZDi,2015,70000,Diesel,Individual,Manual,First Owner,26.2,1248.0,88.5,5.0,200.0,1750.0,730000
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,100000,Diesel,Individual,Manual,First Owner,12.9,2494.0,100.6,8.0,200.0,2400.0,800000
Mahindra Xylo E8,2009,90000,Diesel,Individual,Manual,Second Owner,14.0,2498.0,112.0,8.0,260.0,2000.0,300000
Ford Figo Diesel Titanium,2012,112000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,160.0,2000.0,190000
Honda Civic 1.8 V MT Inspire,2011,50000,Petrol,Individual,Manual,First Owner,15.0,1799.0,132.0,5.0,171.61637499999998,4300.0,350000
Hyundai Xcent 1.1 CRDi S,2015,62000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,71.0,5.0,180.4,2125.0,509999
Maruti Ertiga LDI,2012,90000,Diesel,Individual,Manual,First Owner,20.7,1248.0,88.76,7.0,200.0,1750.0,400000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,80000,Diesel,Individual,Manual,First Owner,12.9,2494.0,100.0,7.0,200.0,2400.0,800000
Hyundai Creta 1.6 CRDi SX,2016,47552,Diesel,Individual,Manual,Second Owner,19.6,1582.0,126.2,5.0,259.9,2325.0,930000
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,40000,Diesel,Individual,Manual,Second Owner,24.0,1248.0,88.5,5.0,200.0,1750.0,720000
Ford Figo Petrol EXI,2011,15000,Petrol,Individual,Manual,First Owner,15.0,1196.0,70.0,5.0,102.0,4000.0,225000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,20000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,205.0,2500.0,950000
Hyundai i20 Active 1.2,2018,52000,Petrol,Individual,Manual,First Owner,17.1,1197.0,81.86,5.0,114.73,4000.0,530000
Hyundai i20 Magna 1.2,2016,70000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.83,5.0,114.7,4000.0,470000
Mahindra Bolero Power Plus Plus AC BSIV PS,2017,110000,Diesel,Individual,Manual,First Owner,15.9,2523.0,63.0,9.0,180.0,1470.0,650000
Tata Safari Storme LX,2014,77500,Diesel,Individual,Manual,Second Owner,14.0,2179.0,138.1,7.0,320.0,2200.0,540000
Renault KWID RXL,2019,14700,Petrol,Individual,Manual,First Owner,25.1,799.0,53.3,5.0,72.0,4386.0,325000
Mahindra KUV 100 mFALCON G80 K2,2017,32000,Petrol,Individual,Manual,Second Owner,18.1,1198.0,82.0,6.0,115.0,3550.0,400000
Maruti Alto LXI,2004,70000,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.3,5.0,62.0,3000.0,70000
Maruti Swift Dzire VXi,2009,80000,Petrol,Individual,Manual,First Owner,17.0,1298.0,85.8,5.0,114.0,4000.0,250000
Maruti Swift Dzire ZDI,2015,50000,Diesel,Individual,Manual,First Owner,26.5,1248.0,74.0,5.0,190.0,2000.0,590000
Chevrolet Tavera Neo 3 10 Seats BSIII,2015,120000,Diesel,Individual,Manual,First Owner,13.5,2499.0,72.4,10.0,171.0,1800.0,434000
Mahindra KUV 100 G80 K4 Plus 5Str,2018,19700,Petrol,Individual,Manual,First Owner,18.1,1198.0,82.0,5.0,115.0,3550.0,445000
Hyundai Santro Xing GL Plus LPG,2011,70000,LPG,Individual,Manual,First Owner,10.087499999999999,1086.0,62.1,5.0,96.1,3000.0,191000
Ford Figo Aspire 1.5 TDCi Titanium,2018,50000,Diesel,Individual,Manual,Fourth & Above Owner,25.8,1498.0,99.0,5.0,215.0,2375.0,372000
Hyundai Santro GLS I - Euro II,2007,60000,Petrol,Individual,Manual,Third Owner,,,,,,,150000
Ford Figo Diesel LXI,2015,140000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.05,5.0,160.0,2000.0,300000
Tata Tigor 1.2 Revotron XZ Option,2017,40000,Petrol,Individual,Manual,First Owner,20.0,1199.0,84.0,5.0,114.0,3500.0,520000
Maruti Alto 800 LXI,2014,70000,Petrol,Individual,Manual,Third Owner,22.7,796.0,47.3,5.0,69.0,3500.0,190000
Toyota Innova 2.5 VX 8 STR BSIV,2012,90000,Diesel,Individual,Manual,First Owner,12.0,2494.0,102.0,8.0,200.05565999999996,2400.0,750000
Mahindra TUV 300 mHAWK100 T8 AMT,2016,110000,Diesel,Individual,Automatic,First Owner,18.4,1493.0,100.0,7.0,240.0,2200.0,750000
Maruti Alto 800 VXI,2020,5000,Petrol,Individual,Manual,First Owner,22.0,796.0,47.3,5.0,69.0,3500.0,360000
Maruti Alto 800 LX,2013,70000,Petrol,Individual,Manual,Second Owner,22.7,796.0,47.3,5.0,69.0,3500.0,160000
Datsun GO Plus D,2015,60000,Petrol,Individual,Manual,Second Owner,19.4,1198.0,67.0,7.0,104.0,4000.0,229999
Datsun RediGO 1.0 S,2018,7000,Petrol,Individual,Manual,First Owner,22.0,999.0,67.0,5.0,91.0,4250.0,300000
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,120000,Diesel,Individual,Manual,First Owner,12.0,2179.0,120.0,7.0,290.0,2300.0,675000
Mahindra Scorpio 2009-2014 SLE 7S BSIII,2014,145241,Diesel,Individual,Manual,First Owner,12.0,2179.0,120.0,7.0,290.0,2300.0,700000
Mahindra Scorpio 2.6 Turbo 7 Str,2008,110000,Diesel,Individual,Manual,First Owner,12.0,2609.0,116.6,8.0,277.528195,1950.0,400000
Renault KWID RXT,2016,30000,Petrol,Individual,Manual,Third Owner,25.1,799.0,53.3,5.0,72.0,4386.0,254999
Toyota Etios Liva GD,2015,80000,Diesel,Individual,Manual,First Owner,23.5,1364.0,67.04,5.0,170.0,2100.0,450000
Toyota Innova Crysta 2.8 GX AT BSIV,2016,40000,Diesel,Individual,Automatic,Second Owner,11.3,2755.0,171.5,7.0,360.0,2300.0,1630000
Tata Safari Storme LX,2013,95500,Diesel,Individual,Manual,Second Owner,14.0,2179.0,138.1,7.0,320.0,2200.0,466000
Jeep Compass 1.4 Sport,2019,10000,Petrol,Individual,Manual,First Owner,16.0,1368.0,160.0,5.0,250.0,2125.0,1520000
Maruti Alto K10 VXI,2014,53473,Petrol,Individual,Manual,First Owner,23.9,998.0,67.05,5.0,90.0,3500.0,229999
Mahindra Bolero 2011-2019 DI NON AC BS III White,2011,100000,Diesel,Individual,Manual,Second Owner,15.9,2523.0,63.0,9.0,180.0,1470.0,250000
Hyundai Santro Xing GLS,2013,80000,Petrol,Individual,Manual,First Owner,17.9,1086.0,62.1,5.0,96.1,3000.0,220000
Hyundai Xcent 1.1 CRDi S,2015,120000,Diesel,Individual,Manual,First Owner,24.0,1120.0,71.0,5.0,180.4,2125.0,360000
Maruti Alto K10 VXI,2018,40000,Petrol,Individual,Manual,First Owner,23.9,998.0,67.05,5.0,90.0,3500.0,350000
Chevrolet Beat Diesel LT,2013,90000,Diesel,Individual,Manual,Third Owner,25.4,936.0,57.6,5.0,150.0,1750.0,145000
Chevrolet Sail Hatchback 1.2,2014,51000,Petrol,Individual,Manual,First Owner,18.0,1199.0,82.5,5.0,108.5,5000.0,300000
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2010,87000,Diesel,Individual,Manual,First Owner,,,,,,,180000
Hyundai Accent GLE,2009,87000,Petrol,Individual,Manual,Second Owner,13.0,1495.0,94.0,5.0,122.583125,3500.0,180000
Mahindra Bolero GLX,2006,120000,Diesel,Individual,Manual,Second Owner,,,,,,,200000
Renault Duster 110PS Diesel RxL,2014,90000,Diesel,Individual,Manual,Second Owner,19.0,1461.0,108.45,5.0,248.0,2250.0,620000
Toyota Etios G,2015,110000,Petrol,Individual,Manual,Third Owner,16.7,1496.0,88.73,5.0,132.0,3000.0,360000
Hyundai Santro Xing GLS,2010,86000,Petrol,Individual,Manual,Second Owner,17.9,1086.0,62.1,5.0,96.1,3000.0,245000
Maruti Swift VDI BSIV,2009,120000,Diesel,Individual,Manual,First Owner,,,,,,,370000
Maruti Esteem LX - BSIII,1999,70000,Petrol,Individual,Manual,Fourth & Above Owner,15.0,1298.0,85.0,5.0,110.0,4500.0,70000
Ford Fiesta 1.5 TDCi Titanium,2014,140000,Diesel,Individual,Manual,Second Owner,25.0,1498.0,89.75,5.0,204.0,2375.0,650000
Maruti Alto K10 VXI,2015,24000,Petrol,Individual,Manual,First Owner,23.9,998.0,67.05,5.0,90.0,3500.0,300000
Hyundai Verna 1.6 SX CRDi (O),2012,150000,Diesel,Individual,Manual,Third Owner,22.3,1582.0,126.32,5.0,259.8,2325.0,450000
Hyundai Verna 1.6 CRDI,2011,108000,Diesel,Individual,Manual,First Owner,22.3,1582.0,126.3,5.0,259.9,2325.0,450000
Hyundai i10 Sportz AT,2011,60000,Petrol,Individual,Automatic,Third Owner,16.9,1197.0,78.9,5.0,111.8,4000.0,340000
Maruti Ertiga LDI Option,2013,90000,Diesel,Individual,Manual,First Owner,20.7,1248.0,88.76,7.0,200.0,1750.0,650000
Tata Indica Vista TDI LS,2014,120000,Diesel,Individual,Manual,First Owner,19.0,1405.0,70.0,5.0,135.4,2500.0,250000
Chevrolet Beat Diesel LT,2012,100000,Diesel,Individual,Manual,Third Owner,25.4,936.0,57.6,5.0,150.0,1750.0,225000
Tata Indica V2 2001-2011 DLS BSIII,2007,75958,Diesel,Individual,Manual,Second Owner,17.8,1396.0,52.8,5.0,85.0,2500.0,55000
Maruti 800 AC,1996,70000,Petrol,Individual,Manual,Third Owner,16.0,796.0,37.0,4.0,59.0,2500.0,42000
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2012,100000,Diesel,Individual,Manual,Second Owner,,,,,,,250000
Hyundai Tucson CRDi,2006,128000,Diesel,Individual,Manual,Fourth & Above Owner,12.0,1991.0,112.0,7.0,245.16625,2300.0,282000
Tata Indica V2 DLS TC,2007,110000,Diesel,Individual,Manual,Third Owner,16.0,1405.0,62.0,5.0,122.583125,2500.0,80000
Maruti Swift Dzire VXI,2016,40000,Petrol,Individual,Manual,First Owner,20.8,1197.0,83.14,5.0,115.0,4000.0,500000
Ford Figo Aspire 1.5 TDCi Ambiente,2016,70000,Diesel,Individual,Manual,First Owner,25.8,1498.0,99.0,5.0,215.0,2375.0,500000
